CLI,Agence Client,Type Client,Gestionnaire Client,Avec / Sans Compte,Segment Client,Segment Actif/Équipé,Actif/Inactif,Equipé/NonEquipé,District,Date d'EER,Statut Dossier,CLT/NONCLT,DATE SORTIE
44266466,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,13/11/2024,DRC à numériser,NON CLT,
44265426,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,13/11/2024,DRC Archivé,CLT,
44306532,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,12/10/2024,DRC Archivé,CLT,
44314263,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,18/12/2024,DRC en cours de Validation,CLT,
44434385,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,02/07/2025,DRC à numériser,CLT,
44034249,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,19/07/2024,DRC Archivé,CLT,
44401307,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,30/01/2025,DRC en cours de Validation,CLT,
44482033,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,20/02/2025,DRC Archivé,CLT,
44195924,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JEUNES ADULTES,JEUNES AD INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,10/07/2024,DRC Archivé,CLT,
44191241,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,10/04/2024,DRC Archivé,CLT,
44461294,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,17/02/2025,DRC Archivé,CLT,
44404132,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,31/01/2025,DRC Archivé,CLT,
43499198,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,11/01/2023,DRC Archivé,CLT,
43420776,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,28/08/2023,DRC Archivé,CLT,
43420850,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,28/08/2023,DRC Archivé,CLT,
43426946,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Nord Ouest,09/01/2023,DRC à numériser,NON CLT,09/07/2023
43429547,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,09/04/2023,DRC Archivé,CLT,
43437204,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Nord Ouest,09/08/2023,DRC à numériser,NON CLT,
43438913,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Nord Ouest,09/08/2023,DRC à numériser,NON CLT,
43439434,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Nord Ouest,09/11/2023,DRC à numériser,NON CLT,
43443076,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,PREMIUMS ELITE,PR ELITE ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,09/12/2023,DRC Archivé,CLT,
43443968,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,13/09/2023,DRC Archivé,CLT,
43445678,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,14/09/2023,DRC Archivé,CLT,
43449617,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,15/09/2023,DRC Archivé,CLT,
43454152,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,21/09/2023,DRC Archivé,CLT,
43387400,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,24/07/2023,DRC Archivé,CLT,
43388069,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,26/07/2023,DRC Archivé,CLT,
43388144,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,26/07/2023,DRC Archivé,CLT,
43391043,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,27/07/2023,DRC Archivé,CLT,
43399368,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,08/07/2023,DRC Archivé,CLT,
43399442,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,08/07/2023,DRC Archivé,CLT,
43406058,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,08/11/2023,DRC Archivé,CLT,
43406504,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,14/08/2023,DRC Archivé,CLT,
43412748,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,18/08/2023,DRC à numériser,CLT,
43414160,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,21/08/2023,DRC Archivé,CLT,
43420479,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,28/08/2023,DRC Archivé,CLT,
43420553,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Nord Ouest,28/08/2023,DRC à numériser,NON CLT,
43420627,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Nord Ouest,28/08/2023,DRC à numériser,NON CLT,
43420702,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,28/08/2023,DRC Archivé,CLT,
43338043,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,06/09/2023,DRC Archivé,CLT,
43339158,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,06/12/2023,DRC Archivé,CLT,
43340199,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Nord Ouest,06/12/2023,DRC à numériser,NON CLT,
43347929,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,15/06/2023,DRC Archivé,CLT,
43369412,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,07/05/2023,DRC à numériser,CLT,
43306303,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,29/05/2023,DRC Archivé,CLT,
43308235,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Nord Ouest,29/05/2023,DRC Archivé,CLT,
43309127,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,29/05/2023,DRC Archivé,CLT,
43331204,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,06/07/2023,DRC Archivé,CLT,
43270400,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,15/05/2023,DRC Archivé,CLT,
43270474,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,15/05/2023,DRC Archivé,CLT,
43270623,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,15/05/2023,DRC Archivé,CLT,
43270846,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,15/05/2023,DRC Archivé,CLT,
43275603,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,16/05/2023,DRC Archivé,CLT,
43275752,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,16/05/2023,DRC Archivé,CLT,
43276123,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,16/05/2023,DRC Archivé,CLT,
43286976,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,19/05/2023,DRC Archivé,NON CLT,15/11/2024
43287496,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,19/05/2023,DRC Archivé,CLT,
43288760,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,22/05/2023,DRC Archivé,CLT,
43291882,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Nord Ouest,23/05/2023,DRC à numériser,NON CLT,
43247431,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,05/04/2023,DRC Archivé,CLT,
43259993,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,05/09/2023,DRC Archivé,CLT,
43266906,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Nord Ouest,05/11/2023,DRC à numériser,NON CLT,
43178598,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Nord Ouest,22/03/2023,DRC à numériser,NON CLT,
43195100,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,04/03/2023,DRC Archivé,CLT,
43200526,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,04/06/2023,DRC Archivé,CLT,
43201270,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,04/06/2023,DRC Archivé,CLT,
43208703,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Nord Ouest,04/11/2023,DRC à numériser,NON CLT,
43211974,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,13/04/2023,DRC Archivé,CLT,
43214501,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,14/04/2023,DRC Archivé,CLT,
43215690,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,17/04/2023,DRC Archivé,CLT,
43215839,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,17/04/2023,DRC Archivé,CLT,
43122105,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,27/02/2023,DRC Archivé,CLT,
43124037,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JEUNES ADULTES,JEUNES AD ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,27/02/2023,DRC Archivé,CLT,
43125004,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,27/02/2023,DRC Archivé,CLT,
43133255,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,03/02/2023,DRC Archivé,CLT,
43736172,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JEUNES ADULTES,JEUNES AD INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,03/05/2024,DRC Archivé,CLT,
43737213,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,03/05/2024,DRC à numériser,CLT,
43737287,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,03/05/2024,DRC à numériser,CLT,
43742193,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Nord Ouest,03/07/2024,DRC Archivé,CLT,
43742342,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Nord Ouest,03/07/2024,DRC Archivé,CLT,
43743977,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,03/07/2024,DRC Archivé,CLT,
43747917,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,03/08/2024,DRC Archivé,CLT,
43748512,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,03/08/2024,DRC Archivé,CLT,
43749329,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,03/08/2024,DRC Archivé,CLT,
43750296,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,03/11/2024,DRC Archivé,CLT,
43751039,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,03/11/2024,DRC Archivé,CLT,
43752005,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,03/11/2024,DRC Archivé,CLT,
43752377,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,03/12/2024,DRC Archivé,CLT,
43713724,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,26/02/2024,DRC Archivé,CLT,
43718853,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,27/02/2024,DRC Archivé,CLT,
43719001,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,27/02/2024,DRC Archivé,CLT,
43719150,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,27/02/2024,DRC Archivé,CLT,
43723387,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,28/02/2024,DRC Archivé,CLT,
43723536,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,28/02/2024,DRC Archivé,CLT,
43723610,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,28/02/2024,DRC Archivé,CLT,
43724874,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,28/02/2024,DRC Archivé,CLT,
43726955,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,29/02/2024,DRC Archivé,CLT,
43728739,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,29/02/2024,DRC Archivé,CLT,
43728962,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,29/02/2024,DRC Archivé,CLT,
43729854,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,03/01/2024,DRC Archivé,CLT,
43733050,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,03/04/2024,DRC Archivé,CLT,
43733273,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,03/04/2024,DRC Archivé,CLT,
43733348,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,03/04/2024,DRC Archivé,CLT,
43676185,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Nord Ouest,02/08/2024,DRC Archivé,NON CLT,
43679233,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,02/09/2024,DRC Archivé,CLT,
43679456,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,02/09/2024,DRC Archivé,CLT,
43682355,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Nord Ouest,02/12/2024,DRC Archivé,NON CLT,
43702276,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,20/02/2024,DRC Archivé,CLT,
43704209,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,21/02/2024,DRC Archivé,CLT,
43704804,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,21/02/2024,DRC Archivé,CLT,
43607576,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JEUNES ADULTES,JEUNES AD INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,15/01/2024,DRC Archivé,CLT,
43617759,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,18/01/2024,DRC Archivé,CLT,
43630545,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,23/01/2024,DRC Archivé,CLT,
43640877,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Nord Ouest,25/01/2024,DRC Archivé,NON CLT,
43651358,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Nord Ouest,29/01/2024,DRC Archivé,CLT,
43655818,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,31/01/2024,DRC Archivé,CLT,
43656115,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,31/01/2024,DRC Archivé,CLT,
43590702,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,01/10/2024,DRC Archivé,CLT,
43605346,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,15/01/2024,DRC Archivé,CLT,
43550859,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,12/11/2023,DRC Archivé,CLT,
43513098,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,11/10/2023,DRC Archivé,CLT,
43515328,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,14/11/2023,DRC Archivé,CLT,
